ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
1.25,-0.88,8.78,0.51,0.76,0.23,1845.17,2292.63,1,0,1
1.34,0.21,8.61,0.46,0.84,0.64,1055.91,1291.18,0,1,1
1.51,-0.26,9.19,0.42,0.66,0.58,1033.48,1233.08,0,1,1
0.43,-0.17,9.17,0.39,0.55,0.68,1156.84,1359.16,0,1,1
0.37,0.42,8.73,0.24,0.40,0.70,1251.98,1487.42,1,1,1
-0.30,0.86,9.05,0.00,0.39,0.64,1274.31,1487.58,1,1,1
-0.84,1.22,9.75,-0.04,0.20,0.78,1343.19,1526.96,1,1,1
-0.91,0.64,9.89,-0.04,0.11,0.88,1460.50,1600.33,1,1,1
-1.37,0.20,10.19,-0.14,-0.15,1.15,1192.62,1332.08,0,2,1
0.72,-0.17,10.23,-0.28,-1.20,1.51,915.50,1017.32,0,2,1
3.10,-0.41,9.17,-0.03,-1.01,1.13,1202.39,1321.61,1,2,1
4.02,-0.19,9.76,0.34,-1.84,0.73,700.17,764.15,0,3,1
5.60,0.16,9.12,0.97,-1.37,0.13,465.77,504.43,0,3,1
6.94,1.32,7.43,1.46,-0.52,-0.49,434.00,469.06,0,3,1
4.06,1.41,6.51,1.45,0.13,-0.91,365.18,422.97,0,3,1
7.02,4.21,3.63,1.28,0.49,-0.99,516.46,681.48,0,3,1
3.92,6.87,7.60,1.17,1.03,-1.26,594.60,771.44,0,3,1
5.32,8.71,5.24,1.99,0.86,-1.44,628.34,866.50,0,3,1
0.19,10.10,3.74,2.50,0.50,-0.99,607.18,750.96,0,3,1
-0.56,10.50,-0.00,2.46,0.59,-0.00,603.40,721.61,0,3,1
-0.51,8.50,-1.47,1.85,0.56,1.13,661.17,778.92,0,3,1
2.25,7.69,-3.88,1.00,0.93,2.05,544.24,623.61,0,3,1
4.21,6.59,-3.20,0.49,0.35,2.46,445.81,510.52,0,3,1
6.45,4.56,-3.96,0.54,0.59,2.55,450.03,499.05,0,3,1
7.81,2.39,-4.38,0.10,0.41,2.54,441.33,585.16,0,3,1
11.41,0.53,-4.31,-0.61,0.74,1.96,525.65,673.19,0,3,1
12.26,0.08,-3.52,-1.15,-0.12,1.08,679.20,956.66,0,3,1
10.11,-0.04,-0.78,-1.22,0.40,0.38,699.71,992.37,0,3,1
9.88,-0.02,-1.30,-0.61,-0.16,0.42,1596.64,1922.35,1,3,1
10.07,-0.72,-2.27,-0.17,-0.06,0.20,906.31,1099.96,0,4,1
10.06,-0.25,-2.29,0.01,-0.05,0.08,881.42,1092.80,0,4,1
9.44,-0.06,-1.73,-0.16,0.06,-0.04,874.66,946.28,0,4,1
10.61,0.14,-1.93,-0.12,0.15,0.04,683.57,932.48,0,4,1
12.10,0.04,-2.07,0.02,-0.08,-0.31,869.53,1126.47,0,4,1
12.44,0.63,-2.98,-0.08,0.05,-1.17,989.84,1214.37,0,4,1
11.76,1.84,-4.30,-0.52,-0.14,-1.79,981.18,1241.97,0,4,1
9.90,3.25,-3.80,-1.27,-0.24,-2.41,1041.94,1287.20,0,4,1
6.42,5.43,-2.07,-1.63,-0.66,-2.56,1285.29,1556.32,1,4,1
4.16,6.81,-0.09,-1.57,-0.55,-2.31,1295.39,1483.04,1,4,1
0.97,7.04,1.79,-0.86,0.17,-2.26,1439.69,1572.35,1,4,1
-0.29,7.90,1.66,-0.54,0.09,-1.36,1407.60,1534.52,1,4,1
-1.81,9.25,1.64,0.01,0.09,0.02,1192.14,1366.16,0,5,1
-0.16,9.58,0.36,-0.08,-0.10,0.15,1228.14,1397.54,1,5,1
-2.26,8.17,2.09,0.20,0.08,1.02,1453.29,1598.77,1,5,1
0.87,9.01,1.55,1.01,0.68,2.14,1445.71,1600.60,1,5,1
4.74,8.15,-0.67,1.09,0.29,2.44,1425.29,1543.17,1,5,1
6.51,6.25,-1.05,1.17,0.78,2.46,1383.34,1452.90,1,5,1
9.39,3.84,-1.57,0.95,0.09,2.39,1318.53,1476.92,1,5,1
10.35,2.10,-3.09,0.53,0.24,1.68,1241.33,1386.84,1,5,1
9.74,1.48,-1.75,0.35,0.22,1.23,952.60,1149.84,0,6,1
9.34,0.56,-2.26,0.35,-0.24,1.50,992.32,1082.05,0,6,1
11.38,-1.46,-2.73,0.24,0.23,1.40,541.12,619.78,0,6,1
12.07,-2.27,-2.47,0.02,0.26,0.66,725.17,992.72,0,6,1
9.99,-1.80,-1.46,-0.09,0.03,-0.16,717.27,910.60,0,6,1
8.87,-2.24,-1.13,-0.06,0.07,-0.06,617.17,737.72,0,6,1
10.30,-1.57,-1.99,-0.05,0.03,0.10,510.11,637.32,0,6,1
10.60,-2.21,-0.84,-0.17,0.10,-0.27,669.42,901.34,0,6,1
12.43,-2.41,-1.50,-0.09,0.08,-0.95,759.91,954.58,0,6,1
13.00,-0.44,-2.25,-0.30,0.10,-2.04,662.32,785.00,0,6,1
10.94,2.09,-2.38,-0.78,-0.03,-2.24,779.44,972.20,0,6,1
9.35,3.38,-0.19,-0.97,-0.19,-2.37,902.60,1193.44,0,6,1
7.99,4.92,-1.21,-0.94,-0.76,-2.36,1021.36,1350.13,0,6,1
4.83,6.88,-0.21,-1.01,-0.16,-2.34,1731.39,1958.91,1,6,1
2.59,5.86,0.57,-1.12,-0.60,-2.33,1223.24,1384.71,1,6,1
