ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
47,-0.34,4.73,-0.09,0.03,0.03,0.00,314.19,0,0,1
8.61,-0.48,4.74,-0.06,0.03,0.03,0.00,0.00,0,0,1
8.61,-0.44,4.75,-0.06,0.04,0.02,0.00,0.00,0,0,1
8.47,-0.40,5.11,-0.05,-0.03,-0.00,0.00,0.00,0,0,1
8.48,-0.30,5.63,-0.00,-0.10,-0.04,0.00,0.00,0,0,1
8.36,-0.10,5.66,-0.02,-0.36,-0.03,0.00,0.00,0,0,1
8.66,-0.09,4.71,0.04,-0.58,-0.05,0.00,0.00,0,0,1
8.94,0.11,3.33,0.06,-0.64,-0.08,0.00,0.00,0,0,1
10.01,0.14,2.50,0.02,-0.52,-0.05,0.00,0.00,0,0,1
9.70,0.15,1.71,-0.02,-0.09,0.10,0.00,324.15,0,0,1
9.89,-0.22,1.16,0.06,-0.19,0.15,0.00,310.00,0,0,1
10.19,0.08,1.76,0.16,-0.12,0.06,483.90,683.16,0,0,1
10.32,0.24,1.38,0.10,0.07,-0.11,696.89,887.94,0,0,1
8.78,-0.22,1.98,-0.14,-0.15,0.14,622.66,779.06,0,0,1
16.12,-0.50,1.49,0.04,-0.50,-1.09,668.74,963.12,0,0,1
12.44,0.76,0.23,0.16,0.24,-3.05,659.89,831.49,0,0,1
9.04,3.15,-0.90,-0.78,-0.74,-4.18,850.82,1222.16,0,0,1
1.51,1.48,2.15,-1.58,-0.33,-4.13,1248.26,1533.83,1,0,1
-5.44,7.19,6.55,-0.02,0.57,-0.33,969.22,1210.36,0,1,1
-6.63,6.79,5.81,0.90,1.48,1.51,636.87,749.03,0,1,1
-3.65,6.34,3.07,1.34,1.55,3.23,515.29,607.81,0,1,1
2.76,5.47,0.30,1.49,0.70,4.01,1159.26,1499.96,1,1,1
6.61,3.91,-0.09,0.99,0.65,3.97,1313.38,1654.18,1,1,1
11.27,1.89,-0.75,0.10,0.38,3.22,810.29,1042.97,0,2,1
11.71,0.73,-0.61,-0.33,0.46,2.24,727.76,837.02,0,2,1
12.07,-0.47,1.48,-0.45,0.36,1.70,688.45,768.65,0,2,1
12.64,-1.07,0.93,-0.09,0.27,-0.12,630.24,758.28,0,2,1
9.29,0.01,0.73,-0.08,0.28,-0.07,475.50,551.29,0,2,1
9.85,-0.31,1.18,-0.12,0.13,-0.11,418.19,488.17,0,2,1
9.96,0.05,1.15,-0.08,-0.02,-0.06,474.25,599.64,0,2,1
9.79,0.04,0.98,-0.07,0.09,-0.04,344.73,414.13,0,2,1
10.05,0.01,1.23,-0.12,0.01,0.01,350.53,450.65,0,2,1
9.93,-0.06,1.20,-0.11,0.01,0.01,0.00,308.18,0,2,1
10.15,0.08,0.86,-0.08,-0.03,-0.11,311.41,441.91,0,2,1
10.27,0.13,1.43,-0.08,-0.06,-0.29,303.13,364.46,0,2,1
15.05,0.52,0.13,-0.12,0.33,-1.17,444.36,603.16,0,2,1
12.22,1.26,0.48,-0.15,-0.07,-2.92,726.20,1080.87,0,2,1
9.22,2.99,-0.22,-0.95,-0.45,-3.65,669.60,983.71,0,2,1
3.19,4.43,1.10,-1.20,-0.83,-3.27,935.59,1214.65,0,2,1
4.65,4.95,1.93,-1.78,-1.06,-3.54,944.41,1256.52,0,2,1
-0.36,5.57,4.14,-1.16,-0.08,-3.42,938.82,1172.99,0,2,1
-4.46,7.15,5.16,-0.59,-0.22,-1.65,1218.97,1498.22,1,2,1
-4.74,6.74,3.80,0.75,0.66,2.39,889.55,939.97,0,3,1
-2.20,7.06,2.79,0.94,0.81,3.19,1025.81,1425.83,1,3,1
2.58,6.22,1.29,0.75,0.68,3.49,1686.27,1972.83,1,3,1
6.56,5.51,0.76,0.23,0.38,3.54,1321.36,1530.03,1,3,1
9.68,3.24,1.79,0.09,0.55,2.84,1042.76,1162.61,0,4,1
10.89,2.04,1.50,0.31,0.01,2.15,825.82,913.85,0,4,1
10.34,0.97,0.28,0.28,-0.31,1.60,564.11,642.06,0,4,1
11.98,0.30,0.05,-0.17,0.06,1.15,546.40,628.77,0,4,1
13.32,-0.29,1.19,-0.14,-0.34,0.61,463.75,568.42,0,4,1
9.37,0.15,0.75,0.03,0.12,-0.08,467.95,556.57,0,4,1
10.49,-0.10,0.64,-0.18,0.12,-0.04,433.11,529.37,0,4,1
9.89,-0.06,1.14,-0.12,0.09,-0.04,453.20,579.27,0,4,1
10.21,-0.06,1.01,-0.07,-0.04,-0.01,394.59,498.26,0,4,1
