ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
-8.12,6.71,0.67,-0.09,-0.16,0.12,0.00,370.37,0,0,1
-8.64,9.05,1.58,-0.18,-0.22,0.49,0.00,329.77,0,0,1
-7.79,8.60,3.25,0.26,-1.09,0.84,0.00,343.19,0,0,1
-6.28,8.43,0.96,0.36,-0.79,0.73,345.22,431.48,0,0,1
-5.75,6.21,1.63,0.30,-0.23,0.35,300.75,382.77,0,0,1
-4.64,5.28,1.20,0.06,0.20,0.09,0.00,343.78,0,0,1
-4.59,5.99,1.94,-0.32,-0.04,-0.06,330.91,398.02,0,0,1
-4.57,4.62,3.28,-0.36,-0.21,-0.02,360.41,406.81,0,0,1
-6.09,3.93,3.20,-0.09,0.21,0.16,329.54,375.57,0,0,1
-4.84,3.60,3.40,0.11,-0.09,0.10,324.95,363.88,0,0,1
-5.35,7.40,2.40,0.62,-0.51,-0.41,301.71,345.09,0,0,1
-6.31,9.44,0.85,1.02,-0.19,-0.65,301.33,366.71,0,0,1
-5.82,8.27,-1.55,1.57,-0.65,-1.24,0.00,0.00,0,0,1
-8.52,8.64,-2.62,2.02,-0.63,-1.40,0.00,0.00,0,0,1
-7.90,9.63,-2.71,1.72,-0.76,-0.33,301.53,415.52,0,0,1
-5.78,9.20,-2.61,0.18,-1.02,-0.32,0.00,0.00,0,0,1
-7.43,6.66,-1.35,-0.24,0.07,-0.00,0.00,0.00,0,0,1
-6.93,6.30,-1.16,-0.32,0.02,0.21,0.00,0.00,0,0,1
-7.33,7.57,-1.37,-0.60,0.27,0.18,0.00,0.00,0,0,1
-6.26,10.25,-0.91,-1.33,-0.18,0.81,0.00,0.00,0,0,1
-6.65,10.10,0.09,-1.58,0.32,1.03,0.00,0.00,0,0,1
-8.54,9.20,0.16,-1.24,0.80,0.83,351.24,442.67,0,0,1
-7.83,7.99,-0.51,-0.58,0.76,0.69,363.19,458.42,0,0,1
-6.35,4.30,1.18,-0.43,0.00,0.28,350.97,445.39,0,0,1
-6.90,3.82,1.99,-0.18,0.64,0.32,374.25,463.47,0,0,1
-4.67,4.86,2.00,-0.43,0.46,0.36,663.55,914.14,0,0,1
-3.55,5.18,3.82,-0.22,0.45,0.13,541.49,658.43,0,0,1
-3.84,5.82,3.77,-0.28,0.03,0.05,549.45,780.92,0,0,1
-4.38,4.95,4.20,-0.61,-0.35,0.14,661.02,832.84,0,0,1
-4.11,2.32,5.16,-0.43,0.04,0.52,725.65,817.52,0,0,1
-3.70,4.15,3.95,-0.17,-0.08,0.71,767.71,922.61,0,0,1
-2.62,5.10,3.76,0.12,-0.09,0.14,697.72,828.71,0,0,1
-3.08,7.99,1.96,0.70,-0.16,-0.67,544.38,607.87,0,0,1
-4.68,7.88,1.83,1.13,-0.11,-1.06,413.74,463.65,0,0,1
-6.35,8.45,0.18,1.53,-0.25,-1.67,334.10,371.31,0,0,1
-7.32,8.89,-1.52,1.98,-0.23,-1.53,0.00,0.00,0,0,1
-8.75,9.29,-2.15,1.49,0.03,-0.44,0.00,0.00,0,0,1
-7.08,8.62,-1.66,0.57,0.06,0.14,0.00,0.00,0,0,1
-7.32,6.86,-1.24,-0.05,0.11,0.04,0.00,0.00,0,0,1
-7.53,6.19,-1.80,-0.33,-0.15,0.06,0.00,0.00,0,0,1
-7.47,6.53,-1.50,-0.38,-0.11,0.12,0.00,0.00,0,0,1
-6.81,7.95,-1.79,-0.58,-0.12,0.31,0.00,0.00,0,0,1
-5.87,9.54,-1.29,-1.00,-0.18,0.58,0.00,0.00,0,0,1
-6.29,9.53,-1.24,-1.34,-0.10,0.58,0.00,0.00,0,0,1
-7.58,9.49,-1.03,-1.43,0.15,0.95,0.00,331.39,0,0,1
-7.92,8.89,0.38,-1.23,0.25,0.92,309.24,388.09,0,0,1
-5.22,7.04,1.67,-0.67,0.04,0.61,455.87,639.25,0,0,1
-5.33,4.89,1.73,-0.40,0.10,0.50,466.67,563.38,0,0,1
-4.22,4.94,2.85,-0.15,0.36,0.28,457.64,574.45,0,0,1
-3.90,5.15,3.46,-0.26,-0.09,-0.07,599.60,755.03,0,0,1
-3.81,4.87,3.81,-0.14,0.10,-0.16,475.51,584.76,0,0,1
-4.57,6.01,3.99,-0.15,0.06,-0.01,495.78,574.09,0,0,1
-4.04,5.33,4.37,-0.43,-0.23,0.09,677.41,906.86,0,0,1
-4.58,1.96,4.98,-0.12,-0.00,0.25,485.24,534.65,0,0,1
-3.83,4.45,3.93,-0.24,0.11,0.34,608.76,690.71,0,0,1
-3.72,6.00,3.31,0.12,-0.14,-0.22,482.92,559.40,0,0,1
-5.39,8.49,2.14,0.61,-0.01,-0.92,370.51,428.68,0,0,1
-5.20,8.36,1.67,0.88,-0.13,-1.19,341.16,380.51,0,0,1
-5.66,8.29,-0.21,1.44,-0.02,-1.54,0.00,0.00,0,0,1
-8.37,8.51,-0.56,1.70,0.31,-1.05,0.00,0.00,0,0,1
-7.44,7.51,-1.65,1.68,0.31,-0.15,0.00,0.00,0,0,1
-7.58,8.17,-2.09,0.51,0.53,-0.46,0.00,0.00,0,0,1
