ax,ay,az,gx,gy,gz,mav,rms,label_kontraksi,repetisi,id_orang
0.75,9.45,1.71,-0.07,0.02,0.01,0.00,0.00,0,0,1
0.46,9.66,1.77,-0.05,0.09,-0.01,0.00,0.00,0,0,1
0.29,9.76,1.90,-0.01,0.06,0.08,0.00,0.00,0,0,1
0.57,10.03,1.35,0.11,0.13,0.07,0.00,0.00,0,0,1
0.56,10.70,1.59,0.09,0.08,0.11,0.00,0.00,0,0,1
1.64,12.35,1.27,-0.01,-0.44,-0.02,0.00,0.00,0,0,1
2.08,13.56,0.76,-0.25,-0.11,-0.18,0.00,0.00,0,0,1
0.90,11.55,1.30,-0.21,-0.63,-0.54,0.00,0.00,0,0,1
0.82,8.69,0.75,-0.24,-0.43,-1.24,0.00,433.67,0,0,1
-0.62,4.92,0.94,-0.29,-0.28,-1.86,443.70,656.54,0,0,1
-3.20,4.72,2.33,-0.19,-0.60,-1.23,710.07,1084.93,0,0,1
-3.31,6.34,1.79,0.18,0.25,-0.46,434.21,587.46,0,0,1
-2.87,7.20,1.60,-0.02,0.15,0.20,427.57,499.11,0,0,1
-3.28,5.91,1.34,0.18,1.06,0.97,328.16,368.70,0,0,1
-2.82,6.22,1.25,0.00,0.75,1.57,307.12,345.40,0,0,1
-1.07,8.61,0.17,-0.20,0.89,1.19,300.00,330.63,0,0,1
-1.01,9.95,1.30,-0.67,-0.01,0.71,0.00,325.09,0,0,1
1.02,11.89,0.91,-0.28,0.34,0.27,0.00,348.16,0,0,1
0.23,11.59,1.78,-0.56,-0.20,0.19,0.00,0.00,0,0,1
1.75,11.12,2.24,-0.07,-0.04,0.11,0.00,0.00,0,0,1
0.44,10.56,2.54,0.11,0.53,0.10,0.00,309.92,0,0,1
1.35,9.89,1.53,0.20,0.33,0.15,0.00,0.00,0,0,1
1.59,9.67,0.95,0.09,-0.17,-0.01,0.00,0.00,0,0,1
1.29,10.37,1.13,-0.09,0.01,-0.15,0.00,0.00,0,0,1
1.36,12.51,1.66,-0.19,0.19,-0.25,0.00,0.00,0,0,1
0.76,12.90,1.83,0.03,-0.22,-0.29,0.00,0.00,0,0,1
-0.68,11.41,0.85,0.19,-0.41,-0.54,0.00,0.00,0,0,1
-2.50,8.88,0.24,0.26,-0.33,-1.05,0.00,329.88,0,0,1
-2.62,6.67,0.26,-0.04,-0.81,-1.50,0.00,370.46,0,0,1
-2.86,4.75,1.13,-0.14,-0.29,-1.88,388.45,577.80,0,0,1
-5.25,5.74,1.78,0.07,-1.19,-1.09,401.52,574.54,0,0,1
-4.05,7.17,1.62,-0.09,-0.31,0.21,493.65,714.77,0,0,1
-3.18,7.31,2.33,-0.16,-0.08,0.35,0.00,320.26,0,0,1
-3.61,5.88,1.80,-0.18,0.45,1.12,0.00,334.18,0,0,1
-3.17,6.63,1.56,-0.13,0.28,1.66,310.72,382.43,0,0,1
-1.13,7.21,2.51,-0.04,0.99,1.53,0.00,355.28,0,0,1
-1.58,10.38,0.48,-0.18,0.47,0.91,0.00,321.74,0,0,1
-0.14,9.71,2.22,-0.42,-0.12,0.46,306.50,338.37,0,0,1
-0.51,11.57,2.16,-0.37,0.12,0.08,0.00,302.95,0,0,1
-0.67,10.15,2.74,-0.06,-0.12,0.05,0.00,0.00,0,0,1
0.19,10.70,1.51,0.11,-0.02,0.11,0.00,0.00,0,0,1
1.50,11.26,2.02,0.20,-0.09,0.21,0.00,0.00,0,0,1
1.31,10.35,2.03,0.07,0.32,0.16,0.00,0.00,0,0,1
0.55,9.77,1.60,0.06,0.16,0.11,0.00,0.00,0,0,1
0.44,9.68,1.39,-0.13,0.02,0.05,0.00,0.00,0,0,1
1.04,10.45,1.90,-0.08,-0.02,-0.03,0.00,0.00,0,0,1
0.74,11.40,1.94,0.04,-0.08,0.06,0.00,0.00,0,0,1
0.37,12.56,1.57,0.14,-0.17,0.13,0.00,0.00,0,0,1
0.50,12.04,0.76,0.11,0.34,-0.15,0.00,0.00,0,0,1
-1.65,9.90,1.94,0.05,-0.83,-0.61,0.00,364.13,0,0,1
-1.06,8.50,1.96,0.28,-0.75,-1.08,0.00,353.46,0,0,1
-1.23,5.94,0.45,-0.07,-0.45,-1.64,0.00,334.22,0,0,1
-2.47,5.13,0.40,-0.15,-0.32,-1.51,564.23,855.40,0,0,1
-3.71,6.87,1.38,0.21,0.80,-0.45,484.33,735.24,0,0,1
-4.68,8.22,0.72,-0.05,-0.06,0.02,542.23,817.71,0,0,1
-4.42,7.17,1.13,-0.26,0.05,0.51,397.64,477.54,0,0,1
-3.60,7.14,1.36,-0.44,0.23,1.32,0.00,321.53,0,0,1
-2.85,7.21,2.04,-0.38,0.52,1.62,360.23,435.58,0,0,1
-1.39,8.56,1.83,0.11,1.11,1.58,0.00,341.73,0,0,1
-0.75,9.98,1.10,-0.21,0.28,1.27,321.65,378.88,0,0,1
1.14,10.74,1.60,-0.28,0.06,0.67,408.05,488.75,0,0,1
2.00,11.31,1.13,-0.16,0.13,0.11,364.88,421.20,0,0,1
1.72,10.63,1.25,-0.15,-0.32,-0.45,0.00,323.44,0,0,1
0.11,10.79,1.79,0.26,-0.90,-0.57,314.65,373.65,0,0,1
1.18,11.68,1.18,0.15,-0.87,-0.17,0.00,0.00,0,0,1
1.75,10.89,0.73,0.17,0.54,-0.03,0.00,350.44,0,0,1
0.91,9.90,0.63,-0.05,0.04,0.05,0.00,356.88,0,0,1
0.70,10.24,0.84,-0.13,0.01,0.06,0.00,0.00,0,0,1
1.02,11.93,0.89,-0.09,0.08,0.06,0.00,0.00,0,0,1
1.90,13.14,0.59,-0.20,-0.21,-0.05,409.21,629.86,0,0,1
-0.11,10.59,2.26,-0.22,0.20,-0.76,0.00,300.93,0,0,1
-2.40,8.75,1.72,-0.03,-0.67,-0.98,429.16,583.49,0,0,1
-2.30,7.76,1.83,0.17,-0.69,-1.32,428.35,538.87,0,0,1
-2.13,5.54,1.27,0.03,-0.38,-1.79,484.41,631.30,0,0,1
-4.45,4.76,2.15,0.00,-0.65,-1.86,429.71,549.92,0,0,1
-6.73,6.67,1.50,-0.02,0.33,-0.07,565.58,836.16,0,0,1
-5.34,7.41,1.97,-0.07,0.21,0.18,478.15,784.85,0,0,1
-5.58,6.48,1.26,-0.34,0.05,0.68,386.33,455.13,0,0,1
-4.88,6.16,2.08,-0.27,0.45,1.34,0.00,322.37,0,0,1
-3.77,8.25,1.58,-0.01,0.37,1.44,0.00,317.96,0,0,1
-1.70,8.26,1.04,-0.03,0.70,1.28,309.97,391.27,0,0,1
-0.64,9.40,0.53,-0.08,0.01,1.11,0.00,349.26,0,0,1
0.04,9.00,0.51,-0.11,0.19,0.87,0.00,353.11,0,0,1
0.74,9.34,0.78,-0.19,0.08,0.39,0.00,301.10,0,0,1
1.80,10.84,1.91,-0.17,0.41,0.07,0.00,0.00,0,0,1
1.04,10.15,1.98,0.16,0.27,-0.45,0.00,340.60,0,0,1
0.23,11.35,1.43,0.35,0.24,-0.34,0.00,324.89,0,0,1
0.53,10.93,0.57,-0.06,0.08,0.07,0.00,0.00,0,0,1
-0.13,9.59,0.97,-0.07,0.14,0.04,0.00,0.00,0,0,1
0.23,10.02,0.71,-0.08,0.01,0.09,0.00,0.00,0,0,1
1.27,11.51,0.93,-0.09,0.01,-0.03,0.00,0.00,0,0,1
0.46,11.76,1.38,-0.13,-0.06,-0.05,365.69,571.77,0,0,1
-0.49,11.99,1.16,-0.10,0.25,-0.15,0.00,424.04,0,0,1
-1.82,9.78,0.13,0.02,0.37,-0.43,327.52,541.72,0,0,1
-1.90,7.99,0.60,-0.07,-0.26,-0.79,388.01,479.21,0,0,1
-1.58,8.25,0.96,0.02,-0.58,-1.13,390.49,504.52,0,0,1
-3.85,6.58,1.66,-0.31,-0.71,-1.55,405.81,497.74,0,0,1
-2.43,6.48,1.93,0.08,-0.89,-1.20,352.98,444.23,0,0,1
-4.42,7.17,1.53,0.06,-0.08,-0.52,504.74,785.37,0,0,1
-4.92,7.13,1.81,-0.08,0.20,0.06,429.55,577.80,0,0,1
-4.21,6.98,1.40,-0.26,0.06,0.50,316.74,373.77,0,0,1
-3.13,5.96,1.87,-0.36,0.40,1.20,0.00,309.84,0,0,1
-3.44,7.41,2.10,-0.23,0.78,1.38,0.00,325.10,0,0,1
-2.66,8.03,2.23,-0.10,0.74,1.29,399.93,517.61,0,0,1
-2.18,8.47,1.78,-0.16,0.39,0.95,359.64,434.89,0,0,1
-1.14,9.07,1.28,0.03,0.02,1.07,352.87,406.01,0,0,1
0.86,9.73,1.12,-0.19,-0.22,0.80,0.00,350.68,0,0,1
2.15,9.62,2.18,-0.34,0.18,0.35,305.49,360.74,0,0,1
2.94,10.72,2.93,-0.05,-0.22,-0.34,314.73,377.75,0,0,1
0.70,10.75,1.23,0.05,0.19,-0.53,315.65,375.43,0,0,1
0.80,10.88,1.58,0.05,0.04,-0.18,0.00,338.24,0,0,1
0.01,10.33,1.75,0.15,0.12,-0.04,0.00,354.21,0,0,1
0.84,10.15,1.35,-0.09,-0.02,0.15,0.00,337.14,0,0,1
1.03,10.93,1.47,-0.03,0.13,0.14,0.00,326.84,0,0,1
1.15,11.26,1.57,-0.14,0.37,-0.02,0.00,0.00,0,0,1
-0.22,11.03,1.67,-0.16,0.05,-0.03,350.61,484.23,0,0,1
0.00,10.23,2.46,-0.05,-0.19,-0.51,307.45,432.54,0,0,1
-1.48,9.32,0.72,0.00,-0.40,-0.84,362.45,475.88,0,0,1
-2.59,8.28,1.79,-0.06,-0.57,-1.09,402.31,552.66,0,0,1
-1.78,8.18,1.69,0.02,-0.34,-1.33,460.03,592.71,0,0,1
-3.77,5.73,2.56,-0.38,-0.96,-1.67,420.46,573.12,0,0,1
-5.93,4.83,2.99,-0.16,-0.83,-1.68,647.35,943.71,0,0,1
